# Table #1: Deprecated LIDs.
# Feel free to add other tables, but fix bundle.xml
#
# Table of Deprecated LIDs (some secretly changed up to 2020.02.13, soho.lasco)
# 2019.11.18 instID.scID -> scID.instID for p8, p9
# 2020.06.17 grav.jno -> jno.rss, which should probably be rss.jno for consistency. oh well
# 2020.07.23 + -> _ for a few stars; validate had incorrectly allowed +
# 2021.02.24 instID.scID -> scID.instID for instruments with no known lid_references
# 2021.02.24 urn:nasa:pds -> urn:esa:psa for ESA's stuff
# 2021.06.21 instrument:grs.ody -> instrument:ody.grs and .hend and .ns
#deprecatedLID,dateOfReplacement,replacementLID
urn:nasa:pds:context:instrument:vex.aspera4-els	2021-02-24	urn:esa:psa:context:instrument:vex.aspera4-els
urn:nasa:pds:context:instrument:vex.mag	2021-02-24	urn:esa:psa:context:instrument:vex.mag
urn:nasa:pds:context:instrument:vex.rss	2021-02-24	urn:esa:psa:context:instrument:vex.rss
urn:nasa:pds:context:instrument:vex.virtis	2021-02-24	urn:esa:psa:context:instrument:vex.virtis
urn:nasa:pds:context:instrument:vhm-fgm.uly	2021-02-24	urn:esa:psa:context:instrument:uly.vhm-fgm
urn:nasa:pds:context:instrument:virtis.ro	2021-02-24	urn:esa:psa:context:instrument:ro.virtis
urn:nasa:pds:context:instrument:wfpc2.hst	2021-02-24	urn:nasa:pds:context:instrument:hst.wfpc2
urn:nasa:pds:context:instrument_host:spacecraft.gio	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.gio
urn:nasa:pds:context:instrument_host:spacecraft.hp	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.hp
urn:nasa:pds:context:instrument_host:spacecraft.iue	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.iue
urn:nasa:pds:context:instrument_host:spacecraft.mex	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.mex
urn:nasa:pds:context:instrument_host:spacecraft.rl	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.rl
urn:nasa:pds:context:instrument_host:spacecraft.ro	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.ro
urn:nasa:pds:context:instrument_host:spacecraft.uly	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.uly
urn:nasa:pds:context:instrument_host:spacecraft.vex	2021-02-24	urn:esa:psa:context:instrument_host:spacecraft.vex
urn:nasa:pds:context:investigation:mission.giotto	2021-02-24	urn:esa:psa:context:investigation:mission.giotto
urn:nasa:pds:context:investigation:mission.giotto_extended_mission	2021-02-24	urn:esa:psa:context:investigation:mission.giotto_extended_mission
urn:nasa:pds:context:investigation:mission.international_rosetta_mission	2021-02-24	urn:esa:psa:context:investigation:mission.international_rosetta_mission
urn:nasa:pds:context:investigation:mission.international_ultraviolet_explorer	2021-02-24	urn:esa:psa:context:investigation:mission.iue
urn:nasa:pds:context:investigation:mission.iue	2021-02-24	urn:esa:psa:context:investigation:mission.iue
urn:nasa:pds:context:investigation:mission.mars_express	2021-02-24	urn:esa:psa:context:investigation:mission.mars_express
urn:nasa:pds:context:investigation:mission.ulysses	2021-02-24	urn:esa:psa:context:investigation:mission.ulysses
urn:nasa:pds:context:investigation:mission.venus_express	2021-02-24	urn:esa:psa:context:investigation:mission.venus_express
urn:nasa:pds:context:target:star.1swasp_j175207.01+373246.3	2020-07-23	urn:nasa:pds:context:target:star.1swasp_j175207.01_373246.3
urn:nasa:pds:context:target:star.bd+36_2593	2020-07-23	urn:nasa:pds:context:target:star.bd_36_2593
urn:nasa:pds:context:target:star.bd+47_2846	2020-07-23	urn:nasa:pds:context:target:star.bd_47_2846
urn:nasa:pds:context:target:star.irc_+10216	2020-07-23	urn:nasa:pds:context:target:star.irc__10216
urn:nasa:pds:context:target:sun.sun	2019-11-18	urn:nasa:pds:context:target:star.sun
urn:nasa:pds:context:telescope:ctio.2mass1m3	2021-12-07	urn:nasa:pds:context:telescope:ctio-cerro_tololo.2mass1m3
urn:nasa:pds:context:telescope:ctio.smarts1m0	2021-12-07	urn:nasa:pds:context:telescope:ctio-cerro_tololo.smarts_1m0
urn:nasa:pds:context:telescope:ctio.smarts1m5	2021-12-07	urn:nasa:pds:context:telescope:ctio-cerro_tololo.smarts_1m50
urn:nasa:pds:context:telescope:ctio.soar4m1	2021-12-07	urn:nasa:pds:context:telescope:ctio-cerro_tololo.soar4m1
urn:nasa:pds:context:telescope:eso.1m52	2021-12-07	urn:nasa:pds:context:telescope:eso-la_silla.1m52
urn:nasa:pds:context:telescope:eso.3m6	2021-12-07	urn:nasa:pds:context:telescope:eso-la_silla.3m6
urn:nasa:pds:context:telescope:eso.ntt	2021-12-07	urn:nasa:pds:context:telescope:eso-la_silla.ntt
urn:nasa:pds:context:telescope:eso.photometric1m	2021-12-07	urn:nasa:pds:context:telescope:eso-la_silla.1m04
urn:nasa:pds:context:telescope:irtf.3m0	2021-12-07	urn:nasa:pds:context:telescope:irtf-maunakea.3m2
urn:nasa:pds:context:telescope:mauna_kea.0m61	2021-12-07	urn:nasa:pds:context:telescope:maunakea.0m61
urn:nasa:pds:context:telescope:mauna_kea.2m24	2021-12-07	urn:nasa:pds:context:telescope:maunakea.2m24
urn:nasa:pds:context:telescope:mcdonald.smith2m7	2021-12-07	urn:nasa:pds:context:telescope:mcdonald.harlanjsmith_2m7
urn:nasa:pds:context:telescope:siding_spring.att2m3	2021-12-07	urn:nasa:pds:context:telescope:siding_spring.anu_2m3
